County,FIPS,Average Annual Count,State
Loudoun County,51107.0,1403.0,Virginia
Emery County,49015.0,45.0,Utah
Russell County,1113.0,251.0,Alabama
Luna County,35029.0,124.0,New Mexico
Dickenson County,51051.0,83.0,Virginia
Bethel Census Area,2050.0,49.0,Alaska
Douglas County,29067.0,71.0,Missouri
Curry County,35009.0,176.0,New Mexico
Zapata County,48505.0,49.0,Texas
Greenlee County,4011.0,36.0,Arizona
Bristol Bay Borough,2060.0,4.0,Alaska
Kings County,6031.0,489.0,California
Woodward County,40153.0,91.0,Oklahoma
Cameron County,48061.0,1551.0,Texas
Alleghany County,37005.0,73.0,North Carolina
Madison County,12079.0,97.0,Florida
Quay County,35037.0,51.0,New Mexico
Imperial County,6025.0,658.0,California
Falls Church City,51610.0,60.0,Virginia
Maries County,29125.0,49.0,Missouri
Las Animas County,8071.0,84.0,Colorado
Grant County,41023.0,49.0,Oregon
Tulare County,6107.0,1564.0,California
Hidalgo County,48215.0,2756.0,Texas
Rio Blanco County,8103.0,28.0,Colorado
Pecos County,48371.0,57.0,Texas
Eddy County,35015.0,242.0,New Mexico
Plumas County,6063.0,126.0,California
Camden County,37029.0,47.0,North Carolina
Monroe County,26115.0,751.0,Michigan
Roberts County,46109.0,49.0,South Dakota
Adams County,53001.0,65.0,Washington
Valdez-Cordova Census Area,2261.0,41.0,Alaska
Divide County,38023.0,14.0,North Dakota
Menard County,48327.0,15.0,Texas
Cibola County,35006.0,119.0,New Mexico
Stutsman County,38093.0,105.0,North Dakota
Siskiyou County,6093.0,261.0,California
Winkler County,48495.0,27.0,Texas
Williams County,38105.0,117.0,North Dakota
Manassas City,51683.0,137.0,Virginia
Wise County,51195.0,175.0,Virginia
Hardy County,54031.0,73.0,West Virginia
Chouteau County,30015.0,31.0,Montana
Gosper County,31073.0,11.0,Nebraska
Lea County,35025.0,236.0,New Mexico
Santa Fe County,35049.0,875.0,New Mexico
Morgan County,8087.0,121.0,Colorado
Sublette County,56035.0,43.0,Wyoming
Schoolcraft County,26153.0,53.0,Michigan
Sitka Borough,2220.0,38.0,Alaska
Johnson County,56019.0,49.0,Wyoming
Richland County,30083.0,48.0,Montana
Webb County,48479.0,776.0,Texas
Lincoln County,53043.0,64.0,Washington
Washington County,12133.0,118.0,Florida
Pierce County,55093.0,168.0,Wisconsin
Blaine County,30005.0,28.0,Montana
Sedgwick County,8115.0,16.0,Colorado
Union County,35059.0,20.0,New Mexico
Cheyenne County,31033.0,49.0,Nebraska
Edgefield County,45037.0,128.0,South Carolina
Rich County,49033.0,12.0,Utah
Pend Oreille County,53051.0,80.0,Washington
Malheur County,41045.0,131.0,Oregon
Prince William County,51153.0,1550.0,Virginia
Clarke County,51043.0,82.0,Virginia
Dickey County,38021.0,25.0,North Dakota
Manassas Park City,51685.0,51.0,Virginia
Park County,8093.0,89.0,Colorado
Uinta County,56041.0,82.0,Wyoming
Garfield County,53023.0,13.0,Washington
Piute County,49031.0,8.0,Utah
Pendleton County,54071.0,38.0,West Virginia
Washington County,8121.0,24.0,Colorado
Dickinson County,26043.0,137.0,Michigan
Steele County,38091.0,10.0,North Dakota
Humboldt County,32013.0,63.0,Nevada
Bailey County,48017.0,27.0,Texas
Skagway Municipality,2230.0,5.0,Alaska
Lincoln County,47103.0,169.0,Tennessee
Inyo County,6027.0,103.0,California
San Juan County,49037.0,53.0,Utah
Jasper County,45053.0,146.0,South Carolina
Haines Borough,2100.0,12.0,Alaska
Tazewell County,51185.0,209.0,Virginia
Stevens County,53065.0,248.0,Washington
Seminole County,13253.0,50.0,Georgia
Lee County,1081.0,584.0,Alabama
Washakie County,56043.0,40.0,Wyoming
Dolores County,8033.0,13.0,Colorado
Kent County,48263.0,5.0,Texas
Camas County,16025.0,6.0,Idaho
Del Norte County,6015.0,127.0,California
Rio Grande County,8105.0,54.0,Colorado
Chaves County,35005.0,257.0,New Mexico
Guadalupe County,35019.0,21.0,New Mexico
Marshall County,46091.0,24.0,South Dakota
Skamania County,53059.0,63.0,Washington
Ontonagon County,26131.0,46.0,Michigan
Goshen County,56015.0,64.0,Wyoming
Holmes County,39075.0,156.0,Ohio
McKenzie County,38053.0,38.0,North Dakota
Harney County,41025.0,41.0,Oregon
Castro County,48069.0,28.0,Texas
Baraga County,26013.0,44.0,Michigan
Alexandria City,51510.0,537.0,Virginia
Alamosa County,8003.0,59.0,Colorado
Fairfax County,51059.0,4294.0,Virginia
Benton County,41003.0,367.0,Oregon
Clark County,16033.0,3.0,Idaho
Gunnison County,8051.0,58.0,Colorado
Lincoln County,32017.0,23.0,Nevada
Ochiltree County,48357.0,33.0,Texas
Gaines County,48165.0,56.0,Texas
Willacy County,48489.0,72.0,Texas
Kit Carson County,8063.0,33.0,Colorado
San Miguel County,8113.0,29.0,Colorado
Elko County,32007.0,178.0,Nevada
Culberson County,48109.0,9.0,Texas
Lassen County,6035.0,122.0,California
Logan County,8075.0,92.0,Colorado
Kimball County,31105.0,18.0,Nebraska
Russell County,51167.0,130.0,Virginia
Coconino County,4005.0,476.0,Arizona
Graham County,4009.0,132.0,Arizona
Montezuma County,8083.0,128.0,Colorado
Wheeler County,13309.0,29.0,Georgia
Gila County,4007.0,307.0,Arizona
Petersburg Census Area,2195.0,16.0,Alaska
Lincoln County,35027.0,124.0,New Mexico
Oceana County,26127.0,126.0,Michigan
Wheeler County,31183.0,5.0,Nebraska
Parmer County,48369.0,36.0,Texas
Ziebach County,46137.0,8.0,South Dakota
Asotin County,53003.0,113.0,Washington
San Juan County,35045.0,453.0,New Mexico
Custer County,8027.0,29.0,Colorado
Sherman County,41055.0,10.0,Oregon
Catron County,35003.0,26.0,New Mexico
Lane County,41039.0,1657.0,Oregon
Hidalgo County,35023.0,21.0,New Mexico
North Slope Borough,2185.0,26.0,Alaska
Dunn County,38025.0,17.0,North Dakota
Gogebic County,26053.0,86.0,Michigan
Santa Cruz County,4023.0,191.0,Arizona
Roosevelt County,35041.0,64.0,New Mexico
Grant County,35017.0,154.0,New Mexico
Currituck County,37053.0,117.0,North Carolina
Arlington County,51013.0,699.0,Virginia
Jackson County,12063.0,216.0,Florida
Taos County,35055.0,182.0,New Mexico
San Miguel County,35047.0,127.0,New Mexico
Costilla County,8023.0,18.0,Colorado
Dawes County,31045.0,35.0,Nebraska
Muskegon County,26121.0,712.0,Michigan
Clay County,13061.0,15.0,Georgia
Eagle County,8037.0,185.0,Colorado
Perkins County,46105.0,14.0,South Dakota
Archuleta County,8007.0,72.0,Colorado
Lee County,51105.0,105.0,Virginia
Lake County,8065.0,26.0,Colorado
Mora County,35033.0,23.0,New Mexico
Washington County,51191.0,264.0,Virginia
Yuma County,8125.0,40.0,Colorado
McKinley County,35031.0,222.0,New Mexico
Buchanan County,51027.0,99.0,Virginia
Bent County,8011.0,24.0,Colorado
Pershing County,32027.0,26.0,Nevada
Rio Arriba County,35039.0,170.0,New Mexico
Apache County,4001.0,229.0,Arizona
Trinity County,6105.0,84.0,California
Collingsworth County,48087.0,11.0,Texas
Garfield County,30033.0,6.0,Montana
Crowley County,8025.0,19.0,Colorado
Baker County,41001.0,81.0,Oregon
Ferry County,53019.0,41.0,Washington
Grand County,8049.0,62.0,Colorado
Houghton County,26061.0,131.0,Michigan
Colfax County,35007.0,60.0,New Mexico
Lander County,32015.0,21.0,Nevada
Pitkin County,8097.0,75.0,Colorado
Gates County,37073.0,49.0,North Carolina
Adams County,38001.0,12.0,North Dakota
Scotland County,29199.0,18.0,Missouri
Presidio County,48377.0,25.0,Texas
Sherman County,48421.0,10.0,Texas
Brewster County,48043.0,43.0,Texas
Logan County,38047.0,10.0,North Dakota
Harding County,46063.0,5.0,South Dakota
Mono County,6051.0,51.0,California
Modoc County,6049.0,43.0,California
Aleutians West Census Area,2016.0,9.0,Alaska
Corson County,46031.0,11.0,South Dakota
Stanton County,31167.0,23.0,Nebraska
Daniels County,30019.0,9.0,Montana
Summit County,8117.0,103.0,Colorado
Clear Creek County,8019.0,44.0,Colorado
White Pine County,32033.0,34.0,Nevada
Conejos County,8021.0,28.0,Colorado
Bristol City,51520.0,65.0,Virginia
Campbell County,46021.0,7.0,South Dakota
Holmes County,12059.0,75.0,Florida
Hooker County,31091.0,4.0,Nebraska
Concho County,48095.0,14.0,Texas
Throckmorton County,48447.0,8.0,Texas
Niobrara County,56027.0,11.0,Wyoming
Gilpin County,8047.0,22.0,Colorado
Alpine County,6003.0,5.0,California
Whitman County,53075.0,104.0,Washington
Scott County,51169.0,91.0,Virginia
Saguache County,8109.0,28.0,Colorado
Sierra County,6091.0,17.0,California
Cimarron County,40025.0,9.0,Oklahoma
Sioux County,31165.0,4.0,Nebraska
Gilliam County,41021.0,8.0,Oregon
Keweenaw County,26083.0,10.0,Michigan
Aleutians East Borough,2013.0,7.0,Alaska
Oliver County,38065.0,6.0,North Dakota
Jeff Davis County,48243.0,10.0,Texas
Mineral County,8079.0,4.0,Colorado
Hinsdale County,8053.0,3.0,Colorado
